,platformId,accountId,summonerName,summonerId,currentPlatformId,currentAccountId,matchHistoryUri,profileIcon,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills_participant,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,role,lane,teamId,championId,spell1Id,spell2Id,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,gameCreation,gameDuration,queueId,mapId,seasonId,gameVersion,gameMode,gameType
6,EUN1,0g0NAdxZH9eadVBEkuQRDfjHjjiKvLW6dbn9d3lO_sqdl70,RutinPapa,YvZ5Xy68-7muCC5wBM1aHb05Eu6gRMyGoGWB2W4WrZYa0Xk,EUN1,0g0NAdxZH9eadVBEkuQRDfjHjjiKvLW6dbn9d3lO_sqdl70,/v1/stats/player_history/EUN1/206870135,625,7,False,3174,2055,3853,3114,3158,3113,3364,0,5,11,0,0,0,1017,0,0,0,0,0,16539,11236,5295,7,0,5142,4405,729,7,24005,5,7890,722,199,72,36,11243,5138,5934,170,6286,5750,0,0,12,0,0.0,0.0,205,12,8,0,39.0,5.0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1867,0,0,8463,310,0,0,8473,649,0,0,8453,2150,207,0,8106,5,0,0,8136,13,30,0,8400,8100,5008,5008,5002,DUO_SUPPORT,BOTTOM,200,16,7,4,False,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",2385810685,1582106917418,1812,420,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
7,EUN1,B0Pk43hhQdP6A_r1HDuWYS9z0DS7Rr45tYXH0bS3obO_qws,Samík,5LmWasJAisDroW2ZgC9AkVKFXmGCKiX9kcx-XX57idm56To,EUN1,B0Pk43hhQdP6A_r1HDuWYS9z0DS7Rr45tYXH0bS3obO_qws,/v1/stats/player_history/EUN1/206575089,898,8,False,3147,3814,3044,3111,3067,0,3364,3,6,7,0,1,0,672,0,0,0,0,0,114456,6569,104040,3846,0,14458,832,12112,1514,1655,1,12373,4146,0,24,2,20457,9881,9696,879,9940,9250,0,0,187,4,4.0,0.0,53,15,2,0,6.0,5.0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,820,0,0,8139,956,0,0,8138,18,0,0,8106,5,0,0,8237,383,0,0,8233,21,10,0,8100,8200,5008,5008,5003,SOLO,MIDDLE,200,238,4,14,False,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",2385810685,1582106917418,1812,420,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
8,EUN1,kYglmcdUXHhpN_piIztas3wjJVrTgvtocxd07bKBc-nC4g,Ermafroditos,D5EdAt104LAIZs5JQwoeue0Q7-B2vd0PjYCGLsBCFwcPjVA,EUN1,kYglmcdUXHhpN_piIztas3wjJVrTgvtocxd07bKBc-nC4g,/v1/stats/player_history/EUW1/26995712,903,9,False,3042,3123,3078,3111,0,0,3340,4,6,5,0,1,0,697,0,0,0,0,0,107912,15094,89976,2841,0,22658,9228,12682,746,450,1,9881,2819,1246,28,0,19309,5652,13357,300,9687,8708,0,0,159,0,0.0,0.0,0,13,1,0,9.0,4.0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,2,30,0,9111,345,180,0,9103,0,0,0,8014,399,0,0,8226,250,728,0,8210,0,0,0,8000,8200,5005,5008,5002,DUO_CARRY,BOTTOM,200,81,4,21,False,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",2385810685,1582106917418,1812,420,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
9,EUN1,Au5XT8EjrMNJdJq09QJGVv5c8XiWQXNVi42LSUxjShSF1A,ND Whitefang,IlWcjQRca_q2O6cFSDn7-jOWqm0rmCjZD9CQpZlg2j61XhA,EUN1,Au5XT8EjrMNJdJq09QJGVv5c8XiWQXNVi42LSUxjShSF1A,/v1/stats/player_history/EUN1/28879360,4366,10,False,2031,3157,0,3165,1402,3117,3364,8,4,8,4,2,2,771,2,0,0,0,0,181552,119509,37167,24875,0,22642,18175,1581,2885,10059,1,18065,13207,314,40,33,30611,13263,16811,537,11878,9825,0,0,33,147,118.0,0.0,164,15,5,0,14.0,10.0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1486,0,0,8126,584,0,0,8136,9,18,0,8105,16,5,0,8275,16,0,0,8232,4,10,0,8100,8200,5005,5008,5002,NONE,JUNGLE,200,60,11,4,False,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 875, 'pickTurn': 6}, {'championId': 157, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",2385810685,1582106917418,1812,420,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
0,EUN1,q_stK5_q9VbQfL2Epc5DxzLp-3w_oY_exiqQIM-pmb-yKA,ShanaDVS,prVOgHkCuzTm2qIBb51pS5JG6n-JJa_tCPMmWgfaBTphFi4,EUN1,q_stK5_q9VbQfL2Epc5DxzLp-3w_oY_exiqQIM-pmb-yKA,/v1/stats/player_history/EUN1/29140561,4471,1,False,1401,2031,3047,3083,1031,0,3363,2,5,6,0,1,0,506,0,0,0,0,0,80802,34859,41315,4628,0,8564,3680,4242,642,6194,5,21976,4688,0,18,27,26167,5956,19735,476,7966,7475,0,0,14,76,53.0,4.0,259,11,1,0,9.0,1.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,1094,0,0,8463,575,0,0,8429,63,17,11,8451,153,0,0,9111,1008,160,0,9105,21,10,0,8400,8000,5005,5002,5002,NONE,JUNGLE,100,113,4,11,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 11, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
1,EUN1,3-ybQ1J_hBKHeH8qjeOaJc886AgVacix_PMHPR78ji9eXw,King Cake,4xvjxZhND_qPb3UO1PCPiogjI8ygeIOTjRbDKVWRqYP7SDU,EUN1,3-ybQ1J_hBKHeH8qjeOaJc886AgVacix_PMHPR78ji9eXw,/v1/stats/player_history/EUN1/39853111,987,2,False,3047,3071,3748,3026,0,0,3340,10,6,1,3,2,4,472,1,0,0,0,0,101982,0,97441,4541,0,27052,0,25516,1536,4219,1,31194,3924,3924,14,12,37011,7436,28766,808,11611,10950,1,0,113,0,0.0,0.0,110,14,0,0,9.0,1.0,False,False,True,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,2926,0,0,9111,1022,220,0,9104,17,40,0,8299,1108,0,0,8446,1305,0,0,8473,1118,0,0,8000,8400,5005,5008,5002,NONE,JUNGLE,100,240,14,4,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 11, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
2,EUN1,o4fPsGTouYLmN66K91IID5eF09C_v6W2_8ZybaRgrPSgoZA,JustAVigil,4ZD4Kttg-K5CVJsRikhyJmw0cnR1S40_AmOzmRkiVveIxWI,EUN1,o4fPsGTouYLmN66K91IID5eF09C_v6W2_8ZybaRgrPSgoZA,/v1/stats/player_history/eun1/230833212,7,3,False,3020,3165,3146,1052,0,0,3340,4,7,4,2,1,1,465,0,0,0,0,0,103112,84843,11563,6706,0,16867,14172,1313,1381,6338,1,13397,678,601,12,2,24108,1790,21643,674,8733,8135,0,0,139,0,0.0,0.0,19,14,0,0,7.0,1.0,True,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,520,0,0,9111,471,160,0,9103,0,0,0,8014,269,0,0,8139,1207,0,0,8135,1376,4,0,8000,8100,5008,5008,5002,SOLO,MIDDLE,100,55,4,14,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 11, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
3,EUN1,bwAQpwJgky1ij78uRQBS3DZjTtnn8-DXFYKog73n_LXINj4,BackInTheDay1908,FQcDJAtNpWAKwjcJ4R1ekJRH0wno_o-8qfIGrWcnwyF_Igk,EUN1,bwAQpwJgky1ij78uRQBS3DZjTtnn8-DXFYKog73n_LXINj4,/v1/stats/player_history/EUN1/201773825,4368,4,False,3853,3905,3117,3801,3114,0,3364,0,11,6,0,0,0,404,0,0,0,0,0,9008,6622,1496,890,0,5805,4220,694,890,6385,4,6984,278,117,47,37,17227,2388,14335,504,5569,5450,0,0,4,0,0.0,0.0,155,10,2,0,20.0,3.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,18,0,0,8306,1,0,0,8345,3,0,0,8347,0,0,0,8139,804,0,0,8135,159,4,0,8300,8100,5008,5008,5003,DUO_SUPPORT,BOTTOM,100,267,4,14,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 11, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
4,EUN1,42HsbZLgKUcnvQYPqEmj7yWfGk6Ccic2PNYvbjrKX3os9w,PoZeRaKoC LoStRe,NyF7brLZQUxCqBte3VQhEWPA0LshKJDZ8tgYkLo_paPO3Cw,EUN1,42HsbZLgKUcnvQYPqEmj7yWfGk6Ccic2PNYvbjrKX3os9w,/v1/stats/player_history/EUW1/21773000,14,5,False,1055,3031,3006,3094,1042,0,3340,2,10,2,2,1,1,402,0,0,0,0,0,98739,18858,79880,0,412,9886,2033,7853,0,1248,2,8665,5219,4800,14,8,19575,2305,16856,413,8099,7900,0,0,153,4,4.0,0.0,58,11,0,0,8.0,1.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,753,457,295,9111,141,80,0,9105,22,30,0,8014,98,0,0,8473,611,0,0,8451,142,0,0,8000,8400,5005,5008,5002,DUO_CARRY,BOTTOM,100,18,7,4,True,True,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 11, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
5,EUN1,GFZjGo8IK0QUUL8V2ans_Vnarm2PP_HF43NOVthTBKLAzBw,The Oxblood Guy,nKsK5KwJnjkM2Vrw41VAeHzfsSgMehTcqXAFOI5PEfcHTxA,EUN1,GFZjGo8IK0QUUL8V2ans_Vnarm2PP_HF43NOVthTBKLAzBw,/v1/stats/player_history/EUN1/219300710,3496,6,True,3078,0,0,1054,3111,3110,3340,3,6,10,2,1,1,570,0,0,0,0,0,95664,27203,68461,0,0,16123,8655,7468,0,2193,1,34286,8761,8108,22,13,25814,3708,20458,1648,8971,8408,3,0,156,0,0.0,0.0,897,15,3,0,12.0,1.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8437,1021,748,0,8446,2520,0,0,8429,63,21,13,8451,182,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5002,SOLO,TOP,200,75,4,12,False,False,False,False,True,False,6,0,0,4,0,0,0,"[{'championId': 246, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
6,EUN1,lAorROvGIzmiYZO98qOv00Uv2Y4nfqNWTX9eezRGDPHQuw,FrederikKarmodhi,cPRWYcKvh5OGA4IXQGypJJ5Cb7TaSoFfromoK-juLNm6x_Q,EUN1,lAorROvGIzmiYZO98qOv00Uv2Y4nfqNWTX9eezRGDPHQuw,/v1/stats/player_history/EUN1/29240557,4378,7,True,1400,3077,3047,3078,2031,3052,3340,13,2,10,7,1,2,575,0,0,0,0,0,164695,5958,145187,13550,0,22966,2501,18866,1598,19963,1,21691,31843,2468,15,27,31163,6254,24266,642,11943,10133,1,0,16,135,83.0,7.0,447,14,0,0,7.0,0.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8005,1409,730,679,9111,1555,460,0,9104,12,30,0,8014,766,0,0,8234,9213,0,0,8232,6,0,0,8000,8200,5005,5008,5002,NONE,JUNGLE,200,48,4,11,False,False,False,False,True,False,6,0,0,4,0,0,0,"[{'championId': 246, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
7,EUN1,GCuDzf7GJ4tsMkB4bK9ZymAHhrKzK3c7nbhwCjKM_84m-L2KeG7y9bMv,Furrim,bJWSYcooEua6v0zbIIc7aR03yeng7qws46OIf7CNULXqcwY,EUN1,GCuDzf7GJ4tsMkB4bK9ZymAHhrKzK3c7nbhwCjKM_84m-L2KeG7y9bMv,/v1/stats/player_history/EUN1/2181733425197568,1155,8,True,3860,3050,3117,3109,3114,0,3364,3,1,25,2,1,1,1439,0,0,0,0,0,26295,11829,10350,4115,0,9575,6688,2365,521,4296,5,19744,4082,2819,40,33,9521,3003,5998,520,8172,6650,0,0,33,0,0.0,0.0,86,13,1,0,14.0,7.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8465,2489,0,0,8446,1192,0,0,8473,420,0,0,8451,151,0,0,8009,4453,500,0,9105,14,10,0,8400,8000,5008,5008,5002,DUO_SUPPORT,BOTTOM,200,497,14,4,False,False,False,False,True,False,6,0,0,4,0,0,0,"[{'championId': 246, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
8,EUN1,g-RAhEyatUo-w61P2xnOVAKJ7-ON2edZ61XqSOj2Zd9zMUM,Eustachy1404,21wgL_-geJeJkbzgrzoARWG4EZaAzAMg3A-HidF622jejf8,EUN1,g-RAhEyatUo-w61P2xnOVAKJ7-ON2edZ61XqSOj2Zd9zMUM,/v1/stats/player_history/EUN1/211762873,3018,9,True,1054,3508,3006,3031,3094,0,3340,12,3,14,9,2,2,832,3,0,0,0,0,138950,1367,135927,1656,608,32921,887,31558,476,3343,2,6505,15083,5573,24,26,14850,5804,8608,438,12940,11100,2,0,158,8,0.0,8.0,74,14,2,0,11.0,1.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8008,2,0,0,9111,1288,520,0,9103,16,10,0,8014,846,0,0,8226,250,322,0,8210,0,0,0,8000,8200,5005,5008,5002,DUO_CARRY,BOTTOM,200,498,7,4,False,False,False,False,True,False,6,0,0,4,0,0,0,"[{'championId': 246, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
9,EUN1,iVcLATGEFoe3wpRMwd2peVSrZOdhwhQUWVjqDFU3X2TeeXA,SebLider,udMtBsoLjXyoVTSK2d2qfVVXBK3bcqVVQszRnvafG2icrgg,EUN1,iVcLATGEFoe3wpRMwd2peVSrZOdhwhQUWVjqDFU3X2TeeXA,/v1/stats/player_history/EUN1/209176824,4456,10,True,3142,2031,3111,3156,0,0,3340,7,6,6,3,2,2,435,1,0,0,0,0,103778,0,83033,20745,513,14883,0,14603,280,1686,1,10215,2426,1127,13,3,15395,7606,6588,1200,8682,7475,0,0,121,0,0.0,0.0,131,13,1,0,7.0,1.0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8112,789,0,0,8143,345,0,0,8138,18,0,0,8105,16,5,0,8233,14,20,0,8275,8,0,0,8100,8200,5005,5008,5003,SOLO,MIDDLE,200,91,14,4,False,False,False,False,True,False,6,0,0,4,0,0,0,"[{'championId': 246, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 875, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 111, 'pickTurn': 10}]",2385604391,1582076588684,1647,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
0,EUN1,XAP0rnLkAgwMYc_EUQ3pCdtirDJFWKrTMvRZaTm8Xb9Emw,LoIiLover,HmgCx_uoKCyotMXST2h0a15EjH1GRdlMDHvt2C9WF0d1XuA,EUN1,XAP0rnLkAgwMYc_EUQ3pCdtirDJFWKrTMvRZaTm8Xb9Emw,/v1/stats/player_history/EUN1/35151062,4413,1,True,3390,0,1026,0,3020,1056,3363,5,1,8,5,1,1,721,0,0,0,0,0,81972,67738,11260,2973,0,14500,12779,1638,82,424,1,4657,5703,1297,20,25,6571,4553,1875,142,8673,6350,1,0,128,4,0.0,4.0,207,13,4,0,11.0,2.0,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,925,0,0,8226,250,256,0,8210,0,0,0,8236,24,0,0,8345,3,0,0,8347,0,0,0,8200,8300,5008,5008,5002,SOLO,MIDDLE,100,99,4,21,True,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
1,EUN1,f94TTeEaVCcX6i_aaTzYYErK646ZxSjOiEDj99b9S7KtrbI,dostyman,U10uEWx_cePYjr1-rwh12tr9q_cCaA1O2YCJc-gl9zxWVVo,EUN1,f94TTeEaVCcX6i_aaTzYYErK646ZxSjOiEDj99b9S7KtrbI,/v1/stats/player_history/EUN1/208743485,3614,2,True,3157,2031,3047,3916,0,1402,3340,2,1,7,2,1,1,1364,0,0,0,0,0,106539,47587,52788,6163,0,6935,4947,1802,185,6502,1,17158,13152,366,13,10,13931,4156,9210,564,8033,7950,0,0,23,115,82.0,4.0,712,12,0,0,6.0,1.0,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,513,0,0,8226,250,66,0,8210,0,0,0,8237,156,0,0,8304,12,0,0,8347,0,0,0,8200,8300,5007,5008,5003,NONE,JUNGLE,100,54,11,4,True,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
2,EUN1,8RfcdozuqBIr7lIaHEWvivX5PnQ7aMnBVum-i9APZ0O7Rrs,Kukkel,OQ6EFCtlfcrYMMDpyWR3lALdlbRGHcyViXlB5bHoDbSVqlw,EUN1,8RfcdozuqBIr7lIaHEWvivX5PnQ7aMnBVum-i9APZ0O7Rrs,/v1/stats/player_history/EUN1/206288056,2094,3,True,1057,3373,0,3047,3387,3010,3340,10,1,8,9,1,1,402,0,0,0,0,0,104460,52837,43651,7971,0,19334,13581,5753,0,2005,1,30796,16411,7256,7,36,15790,1802,12554,1433,10350,9020,0,0,130,4,0.0,4.0,410,14,2,0,6.0,0.0,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,1379,958,0,8446,4741,0,0,8473,275,0,0,8451,186,0,0,8347,0,0,0,8345,3,0,0,8400,8300,5007,5002,5002,SOLO,TOP,100,516,12,4,True,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
3,EUN1,bwAQpwJgky1ij78uRQBS3DZjTtnn8-DXFYKog73n_LXINj4,BackInTheDay1908,FQcDJAtNpWAKwjcJ4R1ekJRH0wno_o-8qfIGrWcnwyF_Igk,EUN1,bwAQpwJgky1ij78uRQBS3DZjTtnn8-DXFYKog73n_LXINj4,/v1/stats/player_history/EUN1/201773825,4368,4,True,2424,3853,3107,3117,3905,1004,3364,5,3,15,3,2,2,803,1,0,0,0,0,14746,8457,2596,3692,0,6735,4631,911,1192,8411,6,4839,1540,866,42,19,9154,1592,7562,0,8048,6175,0,0,18,0,0.0,0.0,117,12,2,0,15.0,6.0,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,19,0,0,8313,0,0,0,8345,3,0,0,8347,0,0,0,8139,518,0,0,8135,309,5,0,8300,8100,5008,5008,5003,DUO_SUPPORT,BOTTOM,100,267,4,14,True,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
4,EUN1,42HsbZLgKUcnvQYPqEmj7yWfGk6Ccic2PNYvbjrKX3os9w,PoZeRaKoC LoStRe,NyF7brLZQUxCqBte3VQhEWPA0LshKJDZ8tgYkLo_paPO3Cw,EUN1,42HsbZLgKUcnvQYPqEmj7yWfGk6Ccic2PNYvbjrKX3os9w,/v1/stats/player_history/EUW1/21773000,14,5,True,3371,1055,1055,3006,3094,1042,3363,8,4,9,5,2,2,472,2,0,0,0,0,135664,20156,102237,13271,603,20322,2999,17111,212,2014,2,7146,21741,10758,8,14,17437,5513,9104,2819,10774,8350,5,1,134,12,4.0,4.0,123,13,0,0,5.0,0.0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1418,842,575,9111,1015,340,0,9105,13,30,0,8014,484,0,0,8473,506,0,0,8451,145,0,0,8000,8400,5005,5008,5002,DUO_CARRY,BOTTOM,100,18,7,4,True,True,True,True,True,False,8,1,1,2,0,1,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 122, 'pickTurn': 2}, {'championId': 157, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
5,EUN1,GCuDzf7GJ4tsMkB4bK9ZymAHhrKzK3c7nbhwCjKM_84m-L2KeG7y9bMv,Furrim,bJWSYcooEua6v0zbIIc7aR03yeng7qws46OIf7CNULXqcwY,EUN1,GCuDzf7GJ4tsMkB4bK9ZymAHhrKzK3c7nbhwCjKM_84m-L2KeG7y9bMv,/v1/stats/player_history/EUN1/2181733425197568,1155,6,False,3860,3109,3117,3024,1029,0,3364,1,2,5,0,1,0,1152,0,0,0,0,0,15623,5768,5034,4820,0,5247,3565,1248,434,1087,4,9237,82,0,30,20,8645,5559,2575,510,5123,4950,0,0,27,0,0.0,0.0,55,10,2,0,14.0,4.0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1624,0,0,8446,0,0,0,8473,208,0,0,8451,129,0,0,8009,714,500,0,9105,0,0,0,8400,8000,5008,5008,5002,DUO_SUPPORT,BOTTOM,200,497,14,4,False,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 82, 'pickTurn': 6}, {'championId': 111, 'pickTurn': 7}, {'championId': 238, 'pickTurn': 8}, {'championId': 89, 'pickTurn': 9}, {'championId': 11, 'pickTurn': 10}]",2385630876,1582074722898,1386,440,11,13,10.3.307.7898,CLASSIC,MATCHED_GAME
